"","SRR6898209","SRR6898210","SRR8094748","SRR8094749","SRR8094750","SRR8094751","SRR6898193","SRR6898194","SRR6898195","SRR6898211"
"TEX28P1",0,0,0,0,0,0,0,0,0,0
"OPN1MW2",0,0,0,0,0,0,0,0,0,0
"TEX28",0,0,0,0,0,0,0,0,0,0
"TKTL1",0,2,2,4,0,0,0,0,0,0
"XX-FW83128A1.2",0,0,0,0,0,0,0,0,1,0
"FLNA",11357,15653,5853,2239,3116,174,1550,1376,198,214
"EMD",672,694,912,930,1136,722,610,610,620,434
"RPL10",33451,42074,26245,29047,29902,21227,16413,20591,14801,19436
"DNASE1L1",147,162,136,149,191,85,120,132,51,81
"TAZ",468,570,667,584,724,224,411,431,464,218
"ATP6AP1",3887,4680,1483,1309,1581,781,1714,1605,1255,804
"GDI1",1644,1956,1136,1014,1335,780,1138,1223,884,404
"FAM50A",1998,1860,1024,1013,1024,623,813,664,633,384
"PLXNA3",2231,2238,232,212,269,69,95,351,143,75
"LAGE3",326,352,764,761,1256,464,416,438,402,198
"UBL4A",623,760,727,550,902,567,684,495,570,433
"SLC10A3",411,231,541,201,277,86,140,159,119,111
"FAM3A",886,923,1588,1919,2944,1304,1200,1286,1272,985
"G6PD",1589,2322,259,181,247,59,246,137,94,50
"IKBKG",733,659,903,794,1571,699,1139,602,916,322
"CTAG1A",0,0,0,0,0,0,0,0,0,0
"CTAG1B",1,0,0,0,0,2,0,0,2,0
"CTAG2",53,0,0,0,0,0,0,0,0,2
"GAB3",48,6,68,42,74,6,50,34,0,6
"DKC1",1691,2213,348,222,451,409,480,552,514,405
"MPP1",1149,996,719,982,722,376,540,691,498,381
"SMIM9",0,0,0,0,0,0,0,0,0,0
"F8",28,18,522,417,347,110,499,1063,123,219
"H2AFB1",0,0,4,0,0,0,0,2,0,0
"F8A1",214,99,1122,1067,1240,355,611,340,523,255
"FUNDC2",637,1027,603,516,713,564,681,585,493,531
"MTCP1",26,15,13,2,6,10,2,1,10,23
"CMC4",0,0,0,0,0,0,0,0,0,0
"BRCC3",652,553,138,102,151,191,274,340,172,320
"VBP1",963,916,310,316,336,374,448,378,296,369
"RAB39B",4,2,20,6,4,0,10,4,0,0
"CLIC2",7,18,258,260,200,18,274,108,6,66
"RP13-228J13.1",13,6,6,13,9,10,16,7,14,14
"H2AFB2",4,4,0,2,2,0,2,0,2,0
"F8A2",76,76,1396,956,1442,336,327,385,301,118
"F8A3",70,75,1014,909,1139,299,243,190,243,94
"H2AFB3",5,0,2,2,2,2,0,4,0,0
"TMLHE-AS1",14,2,2,6,9,4,0,13,4,4
"RP11-218L14.4",1,3,2,0,2,0,0,9,0,1
"TMLHE",284,220,116,269,230,289,220,369,194,403
"SPRY3",44,36,28,12,38,10,20,38,12,16
"VAMP7",1094,974,402,544,484,775,820,853,640,823
"IL9R",7,4,6,0,23,4,0,2,6,0
"WASIR1",0,0,0,0,0,0,0,0,1,0
"AC144568.2",0,0,0,0,0,0,0,0,0,0
"OR4F21",0,0,0,0,0,0,0,0,0,0
"RP11-585F1.10",0,0,0,0,0,0,0,0,1,0
"ZNF596",61,69,55,24,33,49,18,54,42,50
"RP5-855D21.1",18,8,12,4,2,1,0,5,0,4
"RP5-855D21.2",10,4,6,9,0,0,1,1,0,2
"FAM87A",0,0,0,0,2,4,0,4,0,0
"FBXO25",405,325,344,489,406,390,689,455,390,419
"RP11-91J19.3",8,12,2,6,2,0,4,0,5,1
"RP11-91J19.4",124,131,104,54,56,56,99,122,42,51
"TDRP",909,1280,272,275,279,282,358,335,243,298
"ERICH1",413,660,195,246,283,146,356,470,357,328
"ERICH1-AS1",0,0,10,2,6,10,1,2,0,6
"CTD-2281E23.3",0,0,0,0,0,0,0,0,0,0
"CTD-2281E23.1",0,0,0,0,0,0,0,0,0,0
"AF067845.1",0,0,0,0,0,0,2,1,0,0
"DLGAP2",8,0,10,6,4,6,2,14,5,13
"RP11-666I19.2",0,0,0,0,0,0,0,0,0,0
"CLN8",613,781,532,598,542,290,488,829,872,382
"CTD-2336O2.1",181,94,372,709,472,291,148,366,453,474
"ARHGEF10",307,307,56,30,84,52,32,45,43,31
"KBTBD11-OT1",0,0,1,14,19,17,5,0,12,8
"RP11-439C15.4",2,0,13,33,73,40,10,27,29,37
"KBTBD11",50,10,266,320,897,816,407,1074,687,583
"RP11-439C15.5",2,0,6,0,2,0,0,2,4,0
"RP11-1049H7.2",0,0,0,0,0,0,0,0,0,0
"MYOM2",14,8,126,72,95,39,114,181,176,198
"AC133633.2",0,0,0,0,0,0,0,0,0,0
"AC133633.1",0,0,0,0,0,0,0,0,0,0
"RP11-378A12.1",0,0,0,0,0,0,0,0,0,0
"RP11-134O21.1",0,0,3,0,0,0,0,4,0,0
"GS1-57L11.1",0,0,0,0,0,0,0,0,0,0
"CSMD1",5,31,0,2,0,0,0,0,0,46
"RP5-991O23.1",0,0,0,0,0,0,0,0,0,0
"RP11-281H11.1",0,0,0,0,0,0,0,0,0,0
"RP11-158A14.1",0,0,0,0,0,0,0,0,0,0
"RP11-124B13.1",0,0,0,0,0,0,0,0,0,0
"RP11-115C21.2",44,80,38,54,58,16,14,24,10,26
"MCPH1",403,510,84,77,67,68,139,173,97,198
"ANGPT2",18,15,67,84,32,19,48,336,9,30
"CTD-2541M15.3",10,4,2,0,1,0,0,6,0,8
"CTD-2541M15.1",8,24,2,3,7,0,3,13,4,1
"CTD-2541M15.4",35,33,2,2,8,13,35,21,16,14
"AGPAT5",1612,2075,154,110,230,364,364,542,580,1224
"GS1-24F4.2",0,0,0,0,0,0,0,0,0,0
"DEFB1",420,48,1948,1676,2677,2514,225,451,1601,2126
"DEFA6",0,0,0,0,0,0,0,0,0,0
"GS1-24F4.3",0,0,0,0,0,0,0,0,0,0
"DEFA4",0,2,4,0,2,2,215,0,2,26
"DEFA1",1,0,36,6,16,4,1609,32,2,132
"DEFA1B",2,0,87,48,18,9,4021,102,0,447
"DEFA3",0,0,88,30,7,12,2867,32,3,302
"DEFA5",0,0,0,0,0,0,0,0,0,0
"FAM66B",12,10,1,14,2,2,2,4,4,4
"ZNF705G",0,0,0,0,0,0,0,0,0,0
"DEFB4B",0,0,0,0,0,0,0,0,0,0
"DEFB103B",0,0,0,0,0,0,0,0,0,0
"SPAG11B",0,0,0,0,0,0,0,0,0,0
"DEFB104B",0,0,0,0,0,0,0,0,0,0
"DEFB106B",0,0,0,0,0,0,0,0,0,0
"DEFB105B",0,0,0,0,0,0,0,0,0,0
"DEFB107B",0,0,0,0,0,0,0,0,0,0
"PRR23D1",2,0,0,0,0,0,4,0,0,0
"PRR23D2",2,0,0,0,0,0,0,0,0,0
"DEFB107A",0,0,0,0,0,0,0,0,0,0
"DEFB105A",0,0,0,0,0,0,0,0,0,0
"DEFB106A",0,0,0,0,0,0,0,0,0,0
"DEFB104A",0,0,0,0,0,0,0,0,0,0
"SPAG11A",0,0,0,0,0,0,0,0,0,0
"DEFB103A",0,0,0,0,0,0,0,0,0,0
"DEFB4A",0,0,0,0,0,0,0,0,0,0
"ZNF705B",0,0,0,0,0,0,0,0,0,0
"FAM66E",0,6,3,0,0,0,0,0,0,0
"FAM85B",3,11,2,0,1,4,0,4,2,11
"LRLE1",0,2,0,0,0,0,0,2,0,0
"SGK223",537,822,420,129,242,24,110,262,28,16
"CTA-398F10.1",0,0,0,0,0,0,0,0,0,0
"CTA-398F10.2",0,2,0,0,0,0,0,0,0,0
"CTD-3023L14.3",0,0,0,0,0,0,0,0,0,0
"CTD-3023L14.1",0,0,0,0,0,0,0,0,0,0
"CTD-3023L14.2",0,0,0,0,0,0,0,0,0,0
"CLDN23",214,247,350,296,513,294,318,464,522,304
"RP11-211C9.1",0,0,0,2,1,0,1,0,0,1
"MFHAS1",1396,2177,353,291,266,150,675,608,210,218
"ERI1",596,735,114,72,70,84,160,125,102,76
"PPP1R3B",817,341,3503,3311,5617,5978,3033,8120,3331,5399
"RP11-10A14.3",2,0,0,7,5,5,5,12,3,7
"RP11-10A14.4",28,5,84,142,50,78,49,59,64,65
"RP11-10A14.6",0,0,0,0,0,0,0,0,0,0
"RP11-10A14.5",3,7,22,0,14,2,4,7,0,6
"RP11-115J16.1",0,0,669,588,660,611,75,248,147,151
"RP11-10A14.7",0,0,0,0,0,0,0,0,0,0
"RP11-115J16.3",0,0,0,2,0,2,0,0,4,0
"RP11-115J16.2",0,2,14,4,8,9,0,9,14,4
"RP11-375N15.2",2,1,4,0,6,6,0,7,17,4
"TNKS",1975,2050,339,265,349,316,321,575,432,408
"LINC00599",0,0,0,0,0,0,0,0,0,0
"RP11-1E4.1",0,4,0,0,0,0,0,2,0,0
"MSRA",158,140,1108,1723,1612,916,902,970,1129,758
"RP11-981G7.2",6,5,11,14,5,3,0,12,13,13
"RP11-981G7.3",0,0,2,4,0,0,0,0,0,1
"PRSS51",2,2,17,7,12,2,4,9,12,14
"RP11-981G7.6",16,5,48,34,36,32,16,18,29,26
"PRSS55",0,0,0,0,0,0,0,2,0,0
"RP1L1",2,2,0,0,2,0,0,2,0,0
"C8orf74",0,0,0,0,0,0,0,0,0,0
"SOX7",4,4,158,84,63,38,37,81,16,21
"CTD-2135J3.3",2,1,12,0,0,0,2,2,4,0
"PINX1",115,166,115,140,120,102,96,84,78,80
"RP11-177H2.2",0,0,0,0,2,0,0,0,2,0
"XKR6",142,173,10,25,16,2,12,8,2,4
"AF131215.6",0,0,0,0,0,0,0,0,0,0
"AF131215.5",9,17,0,0,0,0,0,0,0,0
"AF131215.8",2,14,0,0,0,0,0,0,2,0
"LINC00529",0,0,0,0,0,0,0,0,0,0
"MTMR9",539,548,111,64,99,100,123,262,152,180
"AF131216.6",4,6,0,0,0,2,2,0,6,8
"SLC35G5",2,4,2,0,2,0,0,8,0,2
"AF131216.5",0,0,0,0,0,0,0,0,2,0
"C8orf12",0,0,0,0,0,0,0,0,0,0
"FAM167A",205,22,30,12,4,12,28,12,16,8
"BLK",4,35,109,30,84,32,77,9,64,63
"RP11-148O21.6",0,0,0,0,0,0,0,0,0,0
"RP11-148O21.3",0,0,0,0,0,0,0,0,0,0
"RP11-148O21.4",0,0,0,0,0,0,2,0,0,3
"RP11-148O21.2",0,0,1,0,4,6,6,1,7,10
"LINC00208",0,0,0,0,0,0,0,0,0,0
"GATA4",612,1175,488,1055,1055,344,653,1035,826,111
"C8orf49",15,24,2,18,25,2,20,22,16,4
"NEIL2",435,602,149,194,312,181,443,422,300,276
"FDFT1",4890,7277,1174,1052,1564,1960,1388,2316,1774,1700
"RP11-297N6.4",0,2,0,0,4,0,0,0,3,6
"CTSB",31573,17173,32079,37165,33637,21200,37022,52128,29961,27585
"DEFB136",0,0,0,0,0,0,0,0,0,0
"DEFB135",0,0,0,0,0,0,0,0,0,0
"DEFB134",0,0,0,0,0,0,0,0,0,0
"RP11-481A20.11",0,2,0,0,0,0,0,0,0,0
"DEFB130",0,0,0,0,0,0,0,0,0,0
"ZNF705D",0,0,0,0,0,0,0,0,0,0
"FAM66D",0,4,0,4,0,0,2,2,2,2
"USP17L2",0,0,0,0,0,0,0,0,0,0
"FAM86B1",51,150,26,2,10,10,10,28,33,19
"FAM85A",80,114,38,30,38,27,21,47,32,20
"LINC00965",2,8,12,2,0,0,0,4,0,0
"FAM86B2",46,112,2,4,8,12,7,11,2,2
"RP11-419I17.1",2,4,2,2,0,6,0,2,2,6
"LONRF1",409,588,651,368,259,188,195,326,358,351
"RP11-252C15.1",0,0,0,2,0,0,0,0,0,1
"LINC00681",0,0,0,0,0,0,0,0,0,0
"KIAA1456",50,125,130,50,94,72,147,127,108,132
"DLC1",1363,1995,861,724,602,394,754,1590,404,541
"RP11-10C8.2",0,0,0,0,0,0,0,0,0,0
"RP11-145O15.3",0,0,0,0,0,0,0,0,0,0
"C8orf48",24,14,8,2,6,4,0,6,2,6
"RP11-480O10.1",0,0,0,0,0,0,0,0,0,0
"SGCZ",0,0,0,0,0,0,0,0,0,0
"RP11-3G21.1",0,0,0,0,0,0,0,0,0,0
"TUSC3",1612,1874,144,62,107,2,30,16,18,22
"RP11-77B22.2",0,0,0,0,0,0,0,0,0,0
"MSR1",4,10,545,752,403,117,1160,289,0,190
"RP11-13N12.2",0,0,0,0,0,0,0,0,0,0
"RP11-13N12.1",0,0,0,0,0,0,0,0,0,0
"FGF20",0,0,0,0,4,0,0,4,0,0
"MICU3",155,99,141,198,267,333,118,290,245,338
"RP11-468H14.2",6,13,0,2,3,2,6,9,2,5
"ZDHHC2",420,347,216,124,130,100,306,226,126,187
"RP11-242F4.2",17,19,24,11,36,12,22,14,8,13
"CNOT7",2209,2773,542,519,548,781,644,967,654,973
"VPS37A",1190,1223,363,370,244,420,458,501,365,540
"MTMR7",61,94,32,17,26,36,13,43,36,22
"SLC7A2",8468,8715,5875,8061,4332,7476,14965,18417,18155,12071
"PDGFRL",342,334,3,2,9,6,13,1,11,8
"MTUS1",4511,4600,1256,671,631,1009,2076,1426,2385,4093
"RP11-326L2.1",0,0,0,0,0,0,2,1,11,0
"RP11-156K13.1",186,339,35,56,15,9,528,46,131,135
"FGL1",19550,22427,16340,16858,15099,19295,94062,22076,32819,31529
"RP11-156K13.2",2,0,0,0,0,0,0,2,4,3
"RP11-156K13.3",9,14,0,2,0,0,28,0,0,2
"PCM1",4471,4745,529,516,631,1204,1779,1673,1448,1767
"ASAH1",3536,3638,1879,1918,1513,1584,2858,1488,732,1296
"CTD-2547L16.1",4,5,5,11,2,12,14,29,16,28
"NAT1",191,162,151,206,205,224,113,285,251,455
"NAT2",40,52,400,914,486,738,886,515,595,1059
"PSD3",2600,2855,736,573,723,1008,477,1303,1842,2319
"RP11-161I2.1",2,0,0,0,0,0,0,0,3,0
"RP11-420B22.1",0,4,0,0,0,0,2,5,4,2
"RP11-1080G15.1",0,2,8,8,2,2,4,1,0,6
"RP11-1080G15.2",0,0,0,0,0,0,0,0,0,0
"RP11-618M23.2",0,0,0,0,0,0,0,0,0,0
"RP11-618M23.4",0,0,0,0,0,0,0,0,0,0
"SH2D4A",921,816,561,393,396,428,529,1036,648,651
"CSGALNACT1",460,330,145,76,68,10,109,103,52,32
"RP11-1105O14.1",0,8,0,0,0,0,0,0,0,0
"INTS10",1674,1727,821,778,742,1030,2613,1131,1619,1367
"LPL",4,0,8,17,6,2,0,4,0,0
"AC100802.3",0,0,0,0,0,0,0,0,0,0
"SLC18A1",2,0,4,0,8,0,0,0,0,0
"ATP6V1B2",2267,2339,929,907,1087,1060,958,1088,536,908
"LZTS1",38,4,42,24,40,0,0,8,0,2
"LZTS1-AS1",0,0,0,0,0,0,0,0,0,0
"RP11-563N12.2",0,0,0,0,0,0,0,0,0,0
"RP11-108E14.1",0,0,0,0,0,0,0,0,0,0
"RP11-369E15.1",0,0,2,0,4,4,0,0,0,10
"RP11-369E15.3",0,0,1,0,0,1,0,0,0,0
"RP11-369E15.4",0,0,0,0,1,9,0,0,0,3
"RP11-369E15.2",0,0,0,0,0,0,0,0,0,0
"RP11-421P23.1",0,0,11,0,2,9,0,0,0,12
"RP11-421P23.2",0,0,0,0,0,0,0,0,0,0
"RP11-24P4.1",0,0,0,0,0,0,0,0,0,0
"GFRA2",2,0,190,222,174,20,454,26,2,24
"DOK2",0,0,725,778,931,66,602,183,6,58
"XPO7",1625,2359,496,414,551,525,788,821,445,653
"NPM2",8,14,20,30,26,4,4,6,5,6
"FGF17",4,10,14,10,36,4,4,0,0,0
"DMTN",191,274,712,833,1188,717,285,782,399,530
"FAM160B2",853,1011,915,728,1274,434,820,742,674,175
"NUDT18",223,107,195,174,288,100,98,66,122,28
"HR",2,2,115,26,26,6,10,8,2,0
"REEP4",448,884,284,248,587,235,257,215,135,102
"LGI3",0,4,8,0,22,8,0,6,6,0
"SFTPC",2,101,0,0,0,0,0,0,0,110
"BMP1",2245,2176,1278,1260,2226,650,728,1423,1610,911
"PHYHIP",6,2,26,2,31,6,4,8,22,18
"POLR3D",777,1044,186,160,218,121,140,182,134,118
"CTD-2530N21.4",5,21,2,0,5,0,2,0,1,2
"PIWIL2",12,41,15,28,17,18,29,32,54,58
"SLC39A14",10118,12013,8424,7363,7596,8828,45359,16795,26254,20500
"PPP3CC",241,289,149,161,141,214,132,173,144,106
"RP11-582J16.4",23,18,13,1,16,14,6,17,4,12
"SORBS3",879,1001,2818,3560,5230,1569,2655,2776,2531,888
"RP11-582J16.3",0,0,0,0,0,0,0,0,0,0
"PDLIM2",263,158,1089,1517,2800,859,883,940,753,482
"AC037459.4",0,0,0,0,0,0,0,0,1,0
"C8orf58",183,207,97,80,154,44,39,79,49,16
"CCAR2",1479,1536,931,718,1073,399,964,973,731,347
"RP11-582J16.5",13,27,9,1,2,5,14,14,20,6
"BIN3",270,234,132,116,157,127,202,161,159,70
"EGR3",137,6,75,211,116,23,26,135,6,16
"PEBP4",0,2,26,0,32,16,2,2,22,6
"RP11-87E22.2",0,0,0,0,2,0,0,0,2,0
"RP11-875O11.1",0,5,3,1,0,0,2,2,0,0
"RHOBTB2",410,561,167,96,152,48,106,127,75,35
"TNFRSF10B",6233,8716,1544,1120,1361,929,1241,1665,1878,1213
"RP11-875O11.2",5,8,2,0,0,0,7,6,0,2
"RP11-875O11.3",37,28,0,8,0,0,2,4,0,0
"TNFRSF10C",703,1132,71,94,49,29,88,28,4,30
"TNFRSF10D",1768,991,330,212,205,315,416,438,752,398
"RP11-1149O23.2",21,41,6,7,0,4,3,9,5,0
"TNFRSF10A",517,694,40,47,65,71,101,113,133,107
"RP11-1149O23.4",88,44,3,4,13,12,9,3,9,8
"CHMP7",1085,1434,497,482,689,428,567,624,521,454
"R3HCC1",572,574,967,880,1376,576,615,693,691,495
"LOXL2",1682,314,162,50,94,28,62,119,28,20
"ENTPD4",2169,2505,409,275,324,254,686,460,340,351
"CTC-756D1.2",8,0,0,0,0,2,2,0,0,6
"CTC-756D1.3",0,0,0,4,4,6,0,4,0,2
"SLC25A37",745,844,577,607,498,253,725,552,627,494
"AC051642.1",2,0,0,0,0,0,1,0,0,4
"FP15737",0,0,0,0,0,0,0,0,0,0
"NKX3-1",74,78,59,38,30,38,112,78,141,90
"NKX2-6",0,0,0,0,0,0,0,0,0,0
"RP11-175E9.1",0,0,0,0,0,0,0,1,0,0
"RP11-213G6.2",0,0,0,0,0,0,0,0,0,0
"STC1",1530,743,30,29,8,0,20,34,4,10
"RP11-203E8.1",0,0,0,0,0,0,0,0,0,0
"ADAM28",83,52,80,24,28,0,7,50,0,8
"RP11-624C23.1",0,0,0,0,0,0,0,0,0,0
"ADAMDEC1",0,0,4,0,2,0,0,0,0,0
"ADAM7",3,0,0,0,0,0,0,0,0,0
"RP11-561E1.1",0,0,0,0,0,0,0,0,0,0
"GS1-72M22.1",0,2,0,0,0,0,0,0,0,0
"NEFM",18,8,0,0,0,0,8,10,8,0
"CTD-2168K21.2",0,0,0,0,0,0,0,0,0,0
"CTD-2168K21.1",0,0,0,0,0,0,0,0,0,0
"DOCK5",1333,1906,728,409,554,491,686,646,635,509
"GNRH1",10,40,43,10,12,2,6,4,4,0
"RP11-395I14.2",1,12,6,0,0,0,2,6,0,2
"KCTD9",500,563,158,150,149,178,157,219,190,198
"CDCA2",210,535,4,2,6,2,10,16,0,10
"RP11-219J21.1",0,0,0,0,0,0,0,0,0,0
"RP11-219J21.2",0,0,0,0,0,0,0,0,0,0
"RP11-299D14.2",0,0,0,0,0,0,0,0,0,0
"EBF2",4,0,0,0,0,0,2,0,0,0
"PPP2R2A",1241,1676,581,356,342,334,560,695,609,1830
"BNIP3L",2104,1149,648,677,607,316,652,673,353,576
"PNMA2",311,30,29,22,12,8,20,2,0,2
"DPYSL2",1594,922,670,390,416,52,417,582,76,126
"ADRA1A",0,0,812,518,580,672,1169,1927,1318,2935
"RP11-521M14.2",0,0,0,0,0,0,0,0,1,1
"RP11-521M14.1",0,0,0,2,1,3,1,19,5,17
"STMN4",0,0,0,0,0,0,0,0,0,0
"TRIM35",623,690,906,234,632,411,448,940,925,776
"PTK2B",296,295,1081,680,969,455,586,990,659,487
"CHRNA2",4,2,0,0,2,6,4,0,2,0
"EPHX2",715,1302,3600,4513,4093,4166,4200,9752,9686,7137
"CLU",23022,39258,93327,74385,84129,63267,103445,135795,145253,74039
"SCARA3",536,918,175,94,233,82,28,194,110,275
"CCDC25",1761,2097,626,623,819,1224,1011,1446,1083,1864
"RP11-16P20.3",0,0,0,0,0,0,0,0,0,0
"ESCO2",95,382,6,8,3,4,14,14,6,14
"PBK",187,659,0,32,6,4,18,26,4,6
"SCARA5",0,2,94,82,188,0,0,3,2,0
"RP11-597M17.1",0,0,0,0,0,0,0,0,0,0
"NUGGC",4,6,498,398,514,507,681,1346,800,961
"ELP3",866,943,360,360,573,484,594,625,619,499
"RP11-380I10.4",0,0,0,0,0,0,0,0,0,0
"PNOC",0,2,1,6,0,0,4,2,0,0
"ZNF395",1012,1162,726,787,942,596,874,1431,1027,586
"FBXO16",110,116,16,10,21,16,32,24,2,15
"RP11-181B11.2",1,0,0,0,0,0,0,0,0,0
"FZD3",366,439,22,16,20,26,43,26,10,4
"EXTL3",1673,1744,379,393,682,419,849,624,382,246
"EXTL3-AS1",12,16,4,15,6,2,0,14,2,0
"INTS9",338,435,54,86,106,48,68,88,54,43
"RP11-662B19.2",0,0,0,0,0,0,0,0,0,0
"HMBOX1",492,714,265,223,246,98,205,261,204,215
"CTD-2647L4.5",0,0,0,0,0,0,0,0,0,0
"KIF13B",1865,2856,1156,662,1348,532,1287,1563,1090,780
"CTD-2647L4.1",0,0,0,0,0,0,0,0,0,0
"DUSP4",1918,3675,98,36,20,8,34,98,26,14
"RP11-486M23.1",2,0,0,2,0,0,0,0,0,0
"RP11-486M23.2",0,0,0,0,0,0,0,0,0,0
"LINC00589",0,0,0,0,0,0,0,0,0,0
"AC145110.1",0,1,0,0,0,0,0,0,0,0
"RP11-94H18.1",0,5,0,0,0,0,0,0,0,0
"RP11-94H18.2",0,0,0,0,0,0,0,0,0,0
"RP11-489E7.1",0,0,0,0,0,0,0,0,0,0
"FAM183CP",2,0,0,0,0,0,0,0,0,0
"TMEM66",4162,4162,3779,3575,3971,3998,7153,6429,4308,5807
"RP11-489E7.4",1,0,5,8,4,0,12,11,0,4
"LEPROTL1",1024,1161,425,446,330,244,501,444,326,322
"MBOAT4",19,21,5,2,0,0,0,0,0,0
"RP11-51J9.5",20,20,52,46,26,12,16,34,24,24
"DCTN6",410,418,287,229,201,179,226,199,223,189
"RP11-51J9.4",0,4,0,0,0,0,1,0,0,0
"RP11-51J9.6",14,11,6,6,9,0,4,2,4,4
"RBPMS-AS1",35,19,22,0,12,3,10,20,4,15
"RBPMS",1451,1867,1043,568,775,340,1064,719,662,219
"GTF2E2",876,1140,309,385,308,267,409,298,376,236
"CTD-2373N4.5",1,0,0,0,0,0,2,1,2,2
"SMIM18",3,4,0,0,0,0,0,0,0,0
"GSR",3427,5181,732,808,959,685,1599,1411,1144,1032
"PPP2CB",1625,1816,1569,1448,1473,1607,1031,1612,1239,1460
"TEX15",557,712,2,2,4,0,2,2,0,0
"PURG",4,0,0,0,0,0,0,0,0,0
"WRN",308,491,50,38,35,131,108,176,95,138
"RP11-363L24.3",0,0,0,0,0,0,0,0,2,0
"RP11-566H8.3",0,0,0,0,0,0,0,0,0,0
"RP11-566H8.1",0,0,0,0,0,0,0,0,0,0
"NRG1",47,40,289,58,74,218,59,31,491,191
"RP11-1002K11.1",16,11,132,28,26,64,14,14,191,44
"RP11-11N9.4",135,290,13,2,2,8,2,0,2,10
"RP11-722E23.2",14,17,21,5,23,6,4,10,3,10
"FUT10",322,283,75,32,70,76,44,86,80,101
"TTI2",126,139,39,47,68,66,77,110,83,79
"MAK16",603,848,162,124,132,155,186,261,212,308
"RNF122",126,163,168,168,111,14,46,55,2,8
"DUSP26",4,8,0,0,6,0,2,0,0,0
"RP11-317N12.1",0,0,0,0,0,0,0,0,0,0
"RP1-273G13.3",0,0,0,0,0,0,0,0,0,0
"RP11-431M3.1",0,0,0,0,0,0,0,0,0,0
"RP1-84O15.2",0,0,0,0,0,0,0,0,0,0
"RP11-431M3.2",0,0,0,0,0,0,0,0,0,0
"RP11-258J10.1",0,0,0,0,0,0,0,0,0,0
"UNC5D",2,0,0,0,0,0,0,0,0,0
"AC012215.1",0,0,0,0,0,0,0,0,0,0
"RP11-473J6.1",0,0,0,0,0,0,0,0,0,0
"RP11-89M20.2",0,1,0,0,0,0,0,0,0,0
"RP11-962G15.1",0,0,0,0,0,0,0,0,0,0
"KCNU1",9,13,0,0,0,0,0,2,2,0
"RP11-419C23.1",0,0,0,0,0,0,0,0,0,0
"RP11-527N22.1",0,0,2,0,2,0,0,0,0,0
"RP11-527N22.2",0,0,0,0,0,0,0,0,0,0
"RP11-150O12.1",2,0,0,0,0,0,0,0,0,0
"RP11-150O12.2",0,0,0,0,0,0,0,0,0,0
"RP11-150O12.5",0,2,0,0,0,0,0,0,0,0
"RP11-150O12.3",268,344,0,0,0,0,0,0,0,0
"RP11-150O12.4",0,0,0,0,0,0,0,0,0,0
"RP11-346L1.2",0,0,0,0,0,0,0,0,0,0
"ZNF703",745,904,667,168,321,74,194,113,84,44
"RP11-863K10.2",0,0,0,0,0,0,0,0,0,0
"RP11-863K10.7",2,4,48,40,68,42,60,39,78,47
"ERLIN2",2199,2126,918,934,1016,1397,1360,2539,1705,2673
"PROSC",1127,1291,1115,1129,1104,1184,1627,1806,1375,1759
"GPR124",431,57,1513,544,935,4,64,380,14,60
"BRF2",107,143,12,29,40,78,54,85,57,54
"RAB11FIP1",1579,2169,332,264,350,232,381,568,320,330
"GOT1L1",0,0,0,0,0,0,0,0,0,0
"ADRB3",0,0,0,0,0,0,0,0,0,0
"EIF4EBP1",1027,1331,1338,1475,1994,994,992,628,750,711
"ASH2L",581,848,340,496,542,500,509,824,473,647
"RP11-90P5.5",0,0,0,0,4,0,0,0,0,0
"STAR",5,3,0,3,13,1,2,3,7,1
"RP11-90P5.2",0,0,0,0,0,0,0,0,0,0
"LSM1",278,248,119,166,172,201,213,120,114,171
"BAG4",631,915,258,329,243,248,371,601,418,668
"DDHD2",1049,1234,241,206,212,195,214,337,214,339
"PPAPDC1B",817,952,497,382,635,489,1352,457,277,287
"WHSC1L1",1459,1860,346,294,466,392,651,671,411,570
"RP11-513D5.5",0,1,0,0,0,0,0,0,0,1
"RP11-513D5.2",0,0,0,0,0,0,0,0,0,0
"RP11-350N15.5",2,10,24,14,8,2,10,4,7,2
"LETM2",40,42,10,12,4,10,7,9,6,6
"RP11-350N15.3",0,0,4,0,0,0,0,2,0,0
"RP11-350N15.6",0,1,0,0,0,0,0,0,0,0
"FGFR1",935,1084,773,298,398,18,231,320,20,113
"RP11-350N15.4",5,4,2,1,0,0,0,0,0,3
"C8orf86",0,0,0,0,0,0,0,0,0,0
"RP11-675F6.3",8,2,0,0,0,0,0,0,0,0
"RP11-675F6.4",1,3,0,0,0,0,0,0,0,0
"RP11-495O10.1",0,0,0,0,0,0,2,0,0,0
"TACC1",2311,2598,1320,453,470,225,821,972,762,977
"RP11-723D22.3",2,6,12,4,3,0,7,0,5,6
"PLEKHA2",991,644,303,266,292,242,296,407,202,227
"CTD-2544N14.3",0,0,0,0,0,0,0,0,0,0
"HTRA4",0,0,0,0,0,0,2,2,8,4
"TM2D2",1418,1200,630,631,960,758,694,864,614,699
"ADAM9",10726,12722,286,226,166,164,826,661,234,559
"ADAM32",19,25,0,2,0,0,0,1,0,0
"RP11-122L4.1",0,0,0,0,0,0,0,0,0,0
"CTD-2024D23.1",0,0,0,0,0,0,0,0,0,0
"ADAM18",2,0,0,0,0,1,0,0,0,0
"ADAM2",2,0,0,0,0,0,0,0,0,0
"IDO1",0,0,4,32,29,6,20,17,0,6
